adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
"Советская, 27","2-к квартира, 42.6 м², 3/5 эт.",2600000,р-н Центральный,11 июня 16:51,Советская,27,Советская 27,2,42.6,3,5,61032.86384976526
"Кузнецкая, 65","2-к квартира, 50 м², 9/11 эт.",2870000,р-н Ворошиловский,11 июня 08:10,Кузнецкая,65,Кузнецкая 65,2,50.0,9,11,57400.0
"Метростроевская, 11","2-к квартира, 46.5 м², 5/9 эт.",2000000,р-н Тракторозаводский,11 июня 15:40,Метростроевская,11,Метростроевская 11,2,46.5,5,9,43010.75268817204
"Депутатская, 5","2-к квартира, 42 м², 4/5 эт.",2199000,р-н Краснооктябрьский,11 июня 11:21,Депутатская,5,Депутатская 5,2,42.0,4,5,52357.142857142855
" Пожарского, 338Б","2-к квартира, 51.7 м², 5/10 эт.",3390000,р-н Кировский,11 июня 18:28,Пожарского,338,Пожарского 338,2,51.7,5,10,65570.59961315281
" Мясникова, 14","2-к квартира, 43.9 м², 4/5 эт.",1850000,р-н Тракторозаводский,11 июня 11:19,Мясникова,14,Мясникова 14,2,43.9,4,5,42141.23006833713
"пр-кт В.И. Ленина, 57","2-к квартира, 74 м², 3/10 эт.",5000000,р-н Центральный,11 июня 10:35,пр-кт В.И. Ленина,57,пр-кт В.И. Ленина 57,2,74.0,3,10,67567.56756756757
"Советский район, Горьковский, Голубятникова, 3А","2-к квартира, 43 м², 4/4 эт.",1179000,р-н Советский,11 июня 14:45,Голубятникова,3,Голубятникова 3,2,43.0,4,4,27418.60465116279
" академика Богомольца, 19","2-к квартира, 47.9 м², 2/9 эт.",2100000,р-н Тракторозаводский,11 июня 11:21,академика Богомольца,19,академика Богомольца 19,2,47.9,2,9,43841.33611691023
" Менжинского, 23","2-к квартира, 50.9 м², 5/9 эт.",2630000,р-н Тракторозаводский,11 июня 15:39,Менжинского,23,Менжинского 23,2,50.9,5,9,51669.94106090374
"Песчанокопская, 13","2-к квартира, 57.9 м², 3/9 эт.",3700000,р-н Советский,11 июня 15:39,Песчанокопская,13,Песчанокопская 13,2,57.9,3,9,63903.281519861834
" Милиционера Буханцева, 70","2-к квартира, 43.5 м², 4/5 эт.",1900000,р-н Ворошиловский,11 июня 11:21,Милиционера Буханцева,70,Милиционера Буханцева 70,2,43.5,4,5,43678.16091954023
"Авиаторская, 1Б","2-к квартира, 75 м², 9/11 эт.",7500000,р-н Советский,11 июня 11:08,Авиаторская,1,Авиаторская 1,2,75.0,9,11,100000.0
" Ткачева, 13","2-к квартира, 43.8 м², 1/9 эт.",2470000,р-н Центральный,11 июня 11:47,Ткачева,13,Ткачева 13,2,43.8,1,9,56392.694063926945
" Хиросимы, 7А","2-к квартира, 50.9 м², 1/9 эт.",2700000,р-н Центральный,11 июня 11:21,Хиросимы,7,Хиросимы 7,2,50.9,1,9,53045.18664047151
"Армавирская, 13","2-к квартира, 54 м², 2/4 эт.",1660000,р-н Кировский,11 июня 11:06,Армавирская,13,Армавирская 13,2,54.0,2,4,30740.74074074074
" Кузнецова, 22","2-к квартира, 55 м², 4/5 эт.",2250000,р-н Краснооктябрьский,11 июня 13:43,Кузнецова,22,Кузнецова 22,2,55.0,4,5,40909.09090909091
"Краснознаменская, 6","2-к квартира, 58 м², 6/9 эт.",3460000,р-н Центральный,11 июня 10:09,Краснознаменская,6,Краснознаменская 6,2,58.0,6,9,59655.1724137931
" Репина, 23","2-к квартира, 52 м², 5/9 эт.",2649990,р-н Краснооктябрьский,,Репина,23,Репина 23,2,52.0,5,9,50961.346153846156
" маршала Еременко, 118","2-к квартира, 60 м², 1/9 эт.",2950000,р-н Краснооктябрьский,,маршала Еременко,118,маршала Еременко 118,2,60.0,1,9,49166.666666666664
"Комсомольская, 10","2-к квартира, 70.2 м², 2/7 эт.",3200000,р-н Центральный,,Комсомольская,10,Комсомольская 10,2,70.2,2,7,45584.04558404558
"Колосовая, 12","2-к квартира, 71 м², 2/10 эт.",3660000,р-н Кировский,11 июня 09:45,Колосовая,12,Колосовая 12,2,71.0,2,10,51549.295774647886
"Ополченская, 48","2-к квартира, 43.8 м², 5/5 эт.",2270000,р-н Тракторозаводский,11 июня 11:21,Ополченская,48,Ополченская 48,2,43.8,5,5,51826.48401826484
" Борьбы, 7","2-к квартира, 50 м², 1/4 эт.",2800000,р-н Тракторозаводский,11 июня 11:47,Борьбы,7,Борьбы 7,2,50.0,1,4,56000.0
" Таращанцев, 34","2-к квартира, 40.1 м², 3/5 эт.",1700000,р-н Краснооктябрьский,,Таращанцев,34,Таращанцев 34,2,40.1,3,5,42394.014962593516
"Шекснинская, 85","2-к квартира, 71.2 м², 1/5 эт.",4170000,р-н Дзержинский,,Шекснинская,85,Шекснинская 85,2,71.2,1,5,58567.415730337074
" Кузнецова, 50","2-к квартира, 51.8 м², 2/4 эт.",1690000,р-н Краснооктябрьский,,Кузнецова,50,Кузнецова 50,2,51.8,2,4,32625.482625482626
"Ангарская, 13","2-к квартира, 39.6 м², 4/9 эт.",1950000,р-н Дзержинский,11 июня 10:10,Ангарская,13,Ангарская 13,2,39.6,4,9,49242.42424242424
"б-р Энгельса, 23А","2-к квартира, 86 м², 10/16 эт.",4950000,р-н Красноармейский,11 июня 13:26,б-р Энгельса,23,б-р Энгельса 23,2,86.0,10,16,57558.13953488372
"пр-кт В.И. Ленина, 23","2-к квартира, 62 м², 5/5 эт.",3450000,р-н Центральный,11 июня 11:21,пр-кт В.И. Ленина,23,пр-кт В.И. Ленина 23,2,62.0,5,5,55645.16129032258
"Тарифная, 7","2-к квартира, 42 м², 5/5 эт.",1550000,р-н Краснооктябрьский,11 июня 13:43,Тарифная,7,Тарифная 7,2,42.0,5,5,36904.76190476191
" маршала Еременко, 102","2-к квартира, 44.6 м², 4/5 эт.",2070000,р-н Краснооктябрьский,11 июня 11:47,маршала Еременко,102,маршала Еременко 102,2,44.6,4,5,46412.556053811655
"Казахская, 1/5","2-к квартира, 44.5 м², 4/4 эт.",1945000,р-н Советский,11 июня 10:35,Казахская,1,Казахская 1,2,44.5,4,4,43707.86516853933
"Новороссийская, 8","2-к квартира, 74.6 м², 2/16 эт.",7100000,р-н Центральный,11 июня 16:28,Новороссийская,8,Новороссийская 8,2,74.6,2,16,95174.26273458445
"пр-кт В.И. Ленина, 47","2-к квартира, 49.9 м², 5/5 эт.",2470000,р-н Центральный,11 июня 11:47,пр-кт В.И. Ленина,47,пр-кт В.И. Ленина 47,2,49.9,5,5,49498.99799599199
"микрорайон Тулака, Карла Маркса, 25","2-к квартира, 46.6 м², 4/5 эт.",2700000,р-н Советский,11 июня 13:48,Карла Маркса,25,Карла Маркса 25,2,46.6,4,5,57939.91416309013
" Землянского, 3","2-к квартира, 45 м², 2/5 эт.",2340000,р-н Центральный,11 июня 11:31,Землянского,3,Землянского 3,2,45.0,2,5,52000.0
" маршала Чуйкова, 55","2-к квартира, 92.8 м², 21/22 эт.",9000000,р-н Центральный,11 июня 11:52,маршала Чуйкова,55,маршала Чуйкова 55,2,92.8,21,22,96982.75862068965
" Поддубного, 1","2-к квартира, 62.6 м², 12/16 эт.",2790000,р-н Краснооктябрьский,11 июня 09:37,Поддубного,1,Поддубного 1,2,62.6,12,16,44568.69009584664
" Поддубного, 1","2-к квартира, 66 м², 14/16 эт.",2900000,р-н Краснооктябрьский,11 июня 09:37,Поддубного,1,Поддубного 1,2,66.0,14,16,43939.393939393936
" маршала Воронова, 24","2-к квартира, 50.3 м², 8/16 эт.",2460000,р-н Советский,11 июня 11:21,маршала Воронова,24,маршала Воронова 24,2,50.3,8,16,48906.560636182905
" Поддубного, 1","2-к квартира, 57 м², 12/16 эт.",2500000,р-н Краснооктябрьский,11 июня 09:37,Поддубного,1,Поддубного 1,2,57.0,12,16,43859.649122807015
"пр-кт В.И. Ленина, 21","2-к квартира, 56 м², 4/6 эт.",3970000,р-н Центральный,11 июня 11:21,пр-кт В.И. Ленина,21,пр-кт В.И. Ленина 21,2,56.0,4,6,70892.85714285714
" 51 Гвардейской дивизии, 28Д","2-к квартира, 43 м², 3/9 эт.",2270000,р-н Дзержинский,11 июня 09:33,51 Гвардейской дивизии,28,51 Гвардейской дивизии 28,2,43.0,3,9,52790.6976744186
" Быкова, 11","2-к квартира, 48 м², 1/5 эт.",1820000,р-н Тракторозаводский,11 июня 11:29,Быкова,11,Быкова 11,2,48.0,1,5,37916.666666666664
"Кировский район, Старшего Лейтенанта Токарева, 1","2-к квартира, 54.9 м², 1/7 эт.",2810000,р-н Кировский,11 июня 13:35,Старшего Лейтенанта Токарева,1,Старшего Лейтенанта Токарева 1,2,54.9,1,7,51183.970856102
" 64 Армии, 38","2-к квартира, 42.8 м², 3/5 эт.",1799000,р-н Кировский,11 июня 11:47,64 Армии,38,64 Армии 38,2,42.8,3,5,42032.71028037384
"Волгоград, ГЭС, Колумба, 5","2-к квартира, 55 м², 2/9 эт.",2399900,р-н Тракторозаводский,11 июня 11:09,Колумба,5,Колумба 5,2,55.0,2,9,43634.545454545456
" Саши Чекалина, 39","2-к квартира, 37 м², 1/2 эт.",1250000,р-н Кировский,11 июня 12:52,Саши Чекалина,39,Саши Чекалина 39,2,37.0,1,2,33783.78378378379
"микрорайон Тулака, Туркменская, 14А","2-к квартира, 67.1 м², 9/9 эт.",4300000,р-н Советский,11 июня 15:39,Туркменская,14,Туркменская 14,2,67.1,9,9,64083.457526080485
"пр-кт В.И. Ленина, 64/1","2-к квартира, 40.8 м², 2/5 эт.",2990000,р-н Центральный,11 июня 11:47,пр-кт В.И. Ленина,64,пр-кт В.И. Ленина 64,2,40.8,2,5,73284.3137254902
"пр-кт Героев Сталинграда, 13","2-к квартира, 43.8 м², 1/5 эт.",1620000,р-н Красноармейский,11 июня 11:47,пр-кт Героев Сталинграда,13,пр-кт Героев Сталинграда 13,2,43.8,1,5,36986.30136986302
" Фролова, 6","2-к квартира, 45 м², 1/4 эт.",1050000,р-н Красноармейский,11 июня 10:09,Фролова,6,Фролова 6,2,45.0,1,4,23333.333333333332
" Фадеева, 7","2-к квартира, 45.2 м², 3/5 эт.",1970000,р-н Красноармейский,11 июня 11:47,Фадеева,7,Фадеева 7,2,45.2,3,5,43584.070796460175
"Пражская, 8","2-к квартира, 41.2 м², 1/5 эт.",1950000,р-н Центральный,11 июня 12:08,Пражская,8,Пражская 8,2,41.2,1,5,47330.097087378635
" Дзержинского, 26","2-к квартира, 59.8 м², 5/5 эт.",1690000,р-н Тракторозаводский,11 июня 12:23,Дзержинского,26,Дзержинского 26,2,59.8,5,5,28260.869565217392
" Ангарский, Тургенева, 10","2-к квартира, 50.8 м², 6/9 эт.",2100000,р-н Дзержинский,11 июня 11:47,Тургенева,10,Тургенева 10,2,50.8,6,9,41338.58267716536
" Луговского, 5","2-к квартира, 47.1 м², 11/14 эт.",2160000,р-н Тракторозаводский,11 июня 10:28,Луговского,5,Луговского 5,2,47.1,11,14,45859.87261146497
" Хользунова, 36","2-к квартира, 52.3 м², 5/9 эт.",2650000,р-н Краснооктябрьский,11 июня 11:39,Хользунова,36,Хользунова 36,2,52.3,5,9,50669.21606118547
"Новороссийская, 2Б","2-к квартира, 50 м², 9/24 эт.",3730000,р-н Центральный,11 июня 12:08,Новороссийская,2,Новороссийская 2,2,50.0,9,24,74600.0
" Поддубного, 1","2-к квартира, 88.8 м², 15/16 эт.",3700000,р-н Краснооктябрьский,11 июня 09:37,Поддубного,1,Поддубного 1,2,88.8,15,16,41666.66666666667
"Донецкая, 16А","2-к квартира, 81.7 м², 6/18 эт.",4500000,р-н Центральный,11 июня 11:21,Донецкая,16,Донецкая 16,2,81.7,6,18,55079.55936352509
"пр-кт маршала Жукова, 109","2-к квартира, 41 м², 5/5 эт.",1820000,р-н Дзержинский,10 июня 22:43,пр-кт маршала Жукова,109,пр-кт маршала Жукова 109,2,41.0,5,5,44390.243902439026
"пр-кт маршала Жукова, 88","2-к квартира, 76.4 м², 9/10 эт.",5150000,р-н Дзержинский,11 июня 11:47,пр-кт маршала Жукова,88,пр-кт маршала Жукова 88,2,76.4,9,10,67408.37696335078
" Циолковского, 29","2-к квартира, 71 м², 20/23 эт.",5300000,р-н Ворошиловский,11 июня 08:59,Циолковского,29,Циолковского 29,2,71.0,20,23,74647.88732394367
" маршала Еременко, 44","2-к квартира, 62.4 м², 4/11 эт.",4270000,р-н Краснооктябрьский,11 июня 12:01,маршала Еременко,44,маршала Еременко 44,2,62.4,4,11,68429.48717948719
" Льва Толстого, 1Б","2-к квартира, 100.2 м², 3/10 эт.",5950000,р-н Советский,11 июня 08:59,Льва Толстого,1,Льва Толстого 1,2,100.2,3,10,59381.2375249501
"Юрьевская, 4","2-к квартира, 57.1 м², 3/4 эт.",1750000,р-н Советский,11 июня 11:26,Юрьевская,4,Юрьевская 4,2,57.1,3,4,30647.985989492117
" Огарева, 1","2-к квартира, 87 м², 1/9 эт.",5680000,р-н Ворошиловский,11 июня 08:12,Огарева,1,Огарева 1,2,87.0,1,9,65287.35632183908
" Базарова, 10","2-к квартира, 61.8 м², 6/6 эт.",3390000,р-н Краснооктябрьский,11 июня 10:45,Базарова,10,Базарова 10,2,61.8,6,6,54854.36893203884
" Бахтурова, 29","2-к квартира, 47 м², 1/3 эт.",1250000,р-н Красноармейский,10 июня 21:41,Бахтурова,29,Бахтурова 29,2,47.0,1,3,26595.744680851065
" Землячки, 50","2-к квартира, 51.6 м², 3/9 эт.",3270000,р-н Дзержинский,11 июня 08:59,Землячки,50,Землячки 50,2,51.6,3,9,63372.09302325581
"Новороссийская, 2К","2-к квартира, 78.5 м², 11/22 эт.",5350000,р-н Центральный,11 июня 09:40,Новороссийская,2,Новороссийская 2,2,78.5,11,22,68152.86624203822
" 51 Гвардейской дивизии, 42","2-к квартира, 52 м², 3/9 эт.",2200000,р-н Дзержинский,10 июня 19:26,51 Гвардейской дивизии,42,51 Гвардейской дивизии 42,2,52.0,3,9,42307.692307692305
"Новороссийская, 5","2-к квартира, 82 м², 25/25 эт.",5100000,р-н Центральный,,Новороссийская,5,Новороссийская 5,2,82.0,25,25,62195.12195121951
" маршала Еременко, 118","2-к квартира, 60 м², 1/9 эт.",2950000,р-н Краснооктябрьский,,маршала Еременко,118,маршала Еременко 118,2,60.0,1,9,49166.666666666664
"Казахская, 8А","2-к квартира, 53.5 м², 6/9 эт.",2199000,р-н Советский,,Казахская,8,Казахская 8,2,53.5,6,9,41102.80373831776
"Тарифная, 7","2-к квартира, 41 м², 5/5 эт.",1650000,р-н Краснооктябрьский,10 июня 18:59,Тарифная,7,Тарифная 7,2,41.0,5,5,40243.90243902439
"Новодвинская, 46","2-к квартира, 48 м², 2/3 эт.",1750000,р-н Дзержинский,10 июня 22:38,Новодвинская,46,Новодвинская 46,2,48.0,2,3,36458.333333333336
"Новороссийская, 8","2-к квартира, 86.3 м², 8/20 эт.",4450000,р-н Центральный,11 июня 11:21,Новороссийская,8,Новороссийская 8,2,86.3,8,20,51564.31054461182
"Комсомольская, 10","2-к квартира, 70.2 м², 2/7 эт.",3200000,р-н Центральный,,Комсомольская,10,Комсомольская 10,2,70.2,2,7,45584.04558404558
"Даугавская, 9","2-к квартира, 44 м², 4/5 эт.",1590000,р-н Советский,,Даугавская,9,Даугавская 9,2,44.0,4,5,36136.36363636364
" Таращанцев, 34","2-к квартира, 40.1 м², 3/5 эт.",1700000,р-н Краснооктябрьский,,Таращанцев,34,Таращанцев 34,2,40.1,3,5,42394.014962593516
" маршала Воронова, 24","2-к квартира, 48 м², 4/16 эт.",2500000,р-н Советский,10 июня 22:58,маршала Воронова,24,маршала Воронова 24,2,48.0,4,16,52083.333333333336
"пр-кт маршала Жукова, 95","2-к квартира, 50.5 м², 2/12 эт.",2130000,р-н Дзержинский,11 июня 06:24,пр-кт маршала Жукова,95,пр-кт маршала Жукова 95,2,50.5,2,12,42178.21782178218
" Германа Титова, 15","2-к квартира, 44 м², 5/5 эт.",1800000,р-н Краснооктябрьский,10 июня 22:45,Германа Титова,15,Германа Титова 15,2,44.0,5,5,40909.09090909091
"микрорайон Жилгородок, Республиканская, 24","2-к квартира, 44 м², 1/5 эт.",1690000,р-н Дзержинский,10 июня 20:39,Республиканская,24,Республиканская 24,2,44.0,1,5,38409.09090909091
" Веселая Балка, 38","2-к квартира, 45.8 м², 1/2 эт.",1200000,р-н Кировский,10 июня 23:13,Веселая Балка,38,Веселая Балка 38,2,45.8,1,2,26200.873362445418
"район Семь Ветров,б-р 30летия Победы, 37","2-к квартира, 48.5 м², 2/9 эт.",2350000,р-н Дзержинский,10 июня 20:39,б-р 30летия Победы,37,б-р 30летия Победы 37,2,48.5,2,9,48453.60824742268
" генерала Штеменко, 6А","2-к квартира, 52 м², 5/5 эт.",2050000,р-н Краснооктябрьский,10 июня 14:43,генерала Штеменко,6,генерала Штеменко 6,2,52.0,5,5,39423.07692307692
"Шекснинская, 10А","2-к квартира, 61 м², 8/9 эт.",3150000,р-н Дзержинский,10 июня 20:53,Шекснинская,10,Шекснинская 10,2,61.0,8,9,51639.34426229508
"Брестская, 9","2-к квартира, 45 м², 2/5 эт.",1650000,р-н Красноармейский,10 июня 15:03,Брестская,9,Брестская 9,2,45.0,2,5,36666.666666666664
" Поддубного, 14А","2-к квартира, 40 м², 5/5 эт.",1850000,р-н Краснооктябрьский,10 июня 15:26,Поддубного,14,Поддубного 14,2,40.0,5,5,46250.0
"2я Динамовская, 7","2-к квартира, 60 м², 1/9 эт.",2300000,р-н Красноармейский,10 июня 21:49,2я Динамовская,7,2я Динамовская 7,2,60.0,1,9,38333.333333333336
" Бахтурова, 31","2-к квартира, 57 м², 2/5 эт.",2000000,р-н Красноармейский,10 июня 15:25,Бахтурова,31,Бахтурова 31,2,57.0,2,5,35087.71929824561
" Мясникова, 16","2-к квартира, 44 м², 2/5 эт.",1850000,р-н Тракторозаводский,10 июня 19:38,Мясникова,16,Мясникова 16,2,44.0,2,5,42045.454545454544
" Фадеева, 9","2-к квартира, 46 м², 2/5 эт.",1450000,р-н Красноармейский,10 июня 20:42,Фадеева,9,Фадеева 9,2,46.0,2,5,31521.739130434784
"район Семь Ветров, Константина Симонова, 31","2-к квартира, 51 м², 1/9 эт.",2260000,р-н Дзержинский,10 июня 18:50,Константина Симонова,31,Константина Симонова 31,2,51.0,1,9,44313.72549019608
"Льговская, 11","2-к квартира, 44 м², 4/5 эт.",1680000,р-н Тракторозаводский,10 июня 14:35,Льговская,11,Льговская 11,2,44.0,4,5,38181.818181818184
"пр-кт Металлургов, 78","2-к квартира, 48 м², 7/9 эт.",2900000,р-н Краснооктябрьский,10 июня 21:10,пр-кт Металлургов,78,пр-кт Металлургов 78,2,48.0,7,9,60416.666666666664
" 64 Армии, 18","2-к квартира, 42.3 м², 4/5 эт.",1740000,р-н Кировский,10 июня 17:17,64 Армии,18,64 Армии 18,2,42.3,4,5,41134.75177304965
"микрорайон Жилгородок, Гнесиных, 60","2-к квартира, 45 м², 3/5 эт.",1850000,р-н Дзержинский,10 июня 18:51,Гнесиных,60,Гнесиных 60,2,45.0,3,5,41111.11111111111
" Янки Купалы, 67А","2-к квартира, 54.7 м², 10/10 эт.",2600000,р-н Советский,10 июня 15:45,Янки Купалы,67,Янки Купалы 67,2,54.7,10,10,47531.99268738574
"район Семь Ветров,б-р 30летия Победы, 19","2-к квартира, 83 м², 6/11 эт.",4500000,р-н Дзержинский,10 июня 21:49,б-р 30летия Победы,19,б-р 30летия Победы 19,2,83.0,6,11,54216.867469879515
" Рокоссовского, 2А","2-к квартира, 46 м², 3/3 эт.",1640000,р-н Центральный,10 июня 16:23,Рокоссовского,2,Рокоссовского 2,2,46.0,3,3,35652.17391304348
"пр-кт маршала Жукова, 101","2-к квартира, 42.6 м², 3/5 эт.",2070000,р-н Дзержинский,10 июня 16:23,пр-кт маршала Жукова,101,пр-кт маршала Жукова 101,2,42.6,3,5,48591.54929577465
" Героев Тулы, 17","2-к квартира, 47.8 м², 3/9 эт.",1920000,р-н Тракторозаводский,10 июня 13:30,Героев Тулы,17,Героев Тулы 17,2,47.8,3,9,40167.36401673641
" Военный городок, 9","2-к квартира, 50 м², 5/5 эт.",1165000,р-н Кировский,10 июня 14:43,Военный городок,9,Военный городок 9,2,50.0,5,5,23300.0
" Николая Отрады, 22","2-к квартира, 51.2 м², 9/9 эт.",2880000,р-н Тракторозаводский,10 июня 21:41,Николая Отрады,22,Николая Отрады 22,2,51.2,9,9,56250.0
"б-р Энгельса, 14","2-к квартира, 57 м², 3/9 эт.",2750000,р-н Красноармейский,10 июня 20:42,б-р Энгельса,14,б-р Энгельса 14,2,57.0,3,9,48245.61403508772
" Ангарский, Бурейская, 1","2-к квартира, 39.3 м², 7/9 эт.",1940000,р-н Дзержинский,10 июня 16:23,Бурейская,1,Бурейская 1,2,39.3,7,9,49363.86768447838
" 64 Армии, 30","2-к квартира, 43 м², 4/5 эт.",1850000,р-н Кировский,10 июня 19:09,64 Армии,30,64 Армии 30,2,43.0,4,5,43023.25581395349
" Малиновского, 8А","2-к квартира, 51.6 м², 7/9 эт.",3560000,р-н Советский,10 июня 18:38,Малиновского,8,Малиновского 8,2,51.6,7,9,68992.2480620155
"2я Динамовская, 7","2-к квартира, 60 м², 1/9 эт.",2350000,р-н Красноармейский,10 июня 18:01,2я Динамовская,7,2я Динамовская 7,2,60.0,1,9,39166.666666666664
" Черепановых, 5","2-к квартира, 46 м², 5/5 эт.",940000,р-н Красноармейский,10 июня 16:23,Черепановых,5,Черепановых 5,2,46.0,5,5,20434.782608695652
" 35 Гвардейской дивизии, 4","2-к квартира, 59.1 м², 3/9 эт.",2800000,р-н Советский,10 июня 16:16,35 Гвардейской дивизии,4,35 Гвардейской дивизии 4,2,59.1,3,9,47377.32656514382
" Хользунова, 18/3","2-к квартира, 72 м², 1/17 эт.",2400000,р-н Краснооктябрьский,10 июня 17:54,Хользунова,18,Хользунова 18,2,72.0,1,17,33333.333333333336
" Саши Чекалина, 43","2-к квартира, 38.9 м², 1/2 эт.",850000,р-н Кировский,10 июня 15:31,Саши Чекалина,43,Саши Чекалина 43,2,38.9,1,2,21850.899742930593
" Борьбы, 12","2-к квартира, 47 м², 5/5 эт.",1750000,р-н Тракторозаводский,10 июня 14:33,Борьбы,12,Борьбы 12,2,47.0,5,5,37234.04255319149
" Сулеймана Стальского, 2","2-к квартира, 56.1 м², 1/2 эт.",1000000,р-н Красноармейский,10 июня 16:23,Сулеймана Стальского,2,Сулеймана Стальского 2,2,56.1,1,2,17825.311942959
"Краснополянская, 32","2-к квартира, 45.7 м², 5/5 эт.",1870000,р-н Дзержинский,10 июня 16:37,Краснополянская,32,Краснополянская 32,2,45.7,5,5,40919.03719912472
"микрорайон Керамический, Композитора Танеева, 20","2-к квартира, 42 м², 5/5 эт.",1250000,р-н Красноармейский,10 июня 16:49,Композитора Танеева,20,Композитора Танеева 20,2,42.0,5,5,29761.904761904763
" Лавочкина, 10А","2-к квартира, 66 м², 9/17 эт.",4500000,р-н Ворошиловский,10 июня 19:14,Лавочкина,10,Лавочкина 10,2,66.0,9,17,68181.81818181818
" Ломакина, 5","2-к квартира, 44 м², 1/4 эт.",1350000,р-н Красноармейский,10 июня 10:33,Ломакина,5,Ломакина 5,2,44.0,1,4,30681.81818181818
"микрорайон Жилгородок, маршала Толбухина, 11","2-к квартира, 43.3 м², 2/2 эт.",1650000,р-н Дзержинский,10 июня 16:23,маршала Толбухина,11,маршала Толбухина 11,2,43.3,2,2,38106.235565819865
" Бахтурова, 29","2-к квартира, 49 м², 3/3 эт.",1400000,р-н Красноармейский,10 июня 11:29,Бахтурова,29,Бахтурова 29,2,49.0,3,3,28571.428571428572
"Мачтозаводская, 132","2-к квартира, 42.4 м², 1/2 эт.",1350000,р-н Красноармейский,10 июня 18:41,Мачтозаводская,132,Мачтозаводская 132,2,42.4,1,2,31839.622641509435
" Батова, 5","2-к квартира, 53 м², 8/14 эт.",2600000,р-н Тракторозаводский,10 июня 10:57,Батова,5,Батова 5,2,53.0,8,14,49056.6037735849
" маршала Еременко, 56","2-к квартира, 50.8 м², 9/9 эт.",2450000,р-н Краснооктябрьский,10 июня 18:41,маршала Еременко,56,маршала Еременко 56,2,50.8,9,9,48228.34645669292
" Таращанцев, 34","2-к квартира, 40.1 м², 3/5 эт.",1700000,р-н Краснооктябрьский,,Таращанцев,34,Таращанцев 34,2,40.1,3,5,42394.014962593516
"Даугавская, 9","2-к квартира, 44 м², 4/5 эт.",1590000,р-н Советский,,Даугавская,9,Даугавская 9,2,44.0,4,5,36136.36363636364
"Новороссийская, 2К","2-к квартира, 84.7 м², 11/25 эт.",5350000,р-н Центральный,,Новороссийская,2,Новороссийская 2,2,84.7,11,25,63164.10861865407
" маршала Еременко, 116","2-к квартира, 38.4 м², 3/9 эт.",1250000,р-н Краснооктябрьский,10 июня 13:18,маршала Еременко,116,маршала Еременко 116,2,38.4,3,9,32552.083333333336
" 64 Армии, 30А","2-к квартира, 41.6 м², 2/5 эт.",1800000,р-н Кировский,10 июня 16:23,64 Армии,30,64 Армии 30,2,41.6,2,5,43269.230769230766
" Менжинского, 11","2-к квартира, 47.2 м², 7/9 эт.",2300000,р-н Тракторозаводский,10 июня 16:26,Менжинского,11,Менжинского 11,2,47.2,7,9,48728.81355932203
" маршала Еременко, 118","2-к квартира, 60 м², 1/9 эт.",2950000,р-н Краснооктябрьский,,маршала Еременко,118,маршала Еременко 118,2,60.0,1,9,49166.666666666664
"Новороссийская, 5","2-к квартира, 82 м², 25/25 эт.",5100000,р-н Центральный,,Новороссийская,5,Новороссийская 5,2,82.0,25,25,62195.12195121951
" Кузнецова, 50","2-к квартира, 51.8 м², 2/4 эт.",1690000,р-н Краснооктябрьский,,Кузнецова,50,Кузнецова 50,2,51.8,2,4,32625.482625482626
" маршала Воронова, 14","2-к квартира, 70 м², 6/16 эт.",3370000,р-н Советский,10 июня 17:17,маршала Воронова,14,маршала Воронова 14,2,70.0,6,16,48142.857142857145
" Быстрова, 98","2-к квартира, 35.5 м², 7/10 эт.",2300000,р-н Кировский,10 июня 17:17,Быстрова,98,Быстрова 98,2,35.5,7,10,64788.7323943662
" Вершинина, 14","2-к квартира, 44.7 м², 5/5 эт.",1850000,р-н Краснооктябрьский,10 июня 16:37,Вершинина,14,Вершинина 14,2,44.7,5,5,41387.02460850112
"Липецкая, 7","2-к квартира, 50.2 м², 3/5 эт.",2800000,р-н Ворошиловский,10 июня 18:41,Липецкая,7,Липецкая 7,2,50.2,3,5,55776.89243027888
"Николаевская, 15","2-к квартира, 44 м², 1/5 эт.",1350000,р-н Красноармейский,10 июня 13:36,Николаевская,15,Николаевская 15,2,44.0,1,5,30681.81818181818
" Хользунова, 16","2-к квартира, 45 м², 5/5 эт.",1550000,р-н Краснооктябрьский,10 июня 16:23,Хользунова,16,Хользунова 16,2,45.0,5,5,34444.444444444445
"Фруктовая, 20А","2-к квартира, 50.1 м², 1/3 эт.",1660000,р-н Кировский,10 июня 15:58,Фруктовая,20,Фруктовая 20,2,50.1,1,3,33133.73253493014
" Аэропорт, 17","2-к квартира, 40.6 м², 2/5 эт.",1390000,р-н Дзержинский,10 июня 18:41,Аэропорт,17,Аэропорт 17,2,40.6,2,5,34236.45320197044
" ПортСаида, 18","2-к квартира, 57 м², 2/4 эт.",4300000,р-н Центральный,10 июня 16:23,ПортСаида,18,ПортСаида 18,2,57.0,2,4,75438.59649122808
"Университетскийпр-кт, 49","2-к квартира, 55 м², 3/9 эт.",3000000,р-н Советский,10 июня 16:23,Университетскийпр-кт,49,Университетскийпр-кт 49,2,55.0,3,9,54545.454545454544
"Триумфальная, 18","2-к квартира, 47.8 м², 1/9 эт.",2450000,р-н Краснооктябрьский,10 июня 15:58,Триумфальная,18,Триумфальная 18,2,47.8,1,9,51255.23012552301
