iter	RMSE
4827	251021.7939
4828	251007.2873
4829	250985.3641
4830	250970.2246
4831	250952.8286
4832	250933.4012
4833	250927.4097
4834	250914.3718
4835	250892.8914
4836	250878.2295
4837	250861.9683
4838	250832.1958
4839	250819.5887
4840	250798.9462
4841	250790.0395
4842	250763.4142
4843	250732.0647
4844	250722.5818
4845	250707.8756
4846	250691.0323
4847	250674.3314
4848	250660.7421
4849	250629.8791
4850	250622.9919
4851	250604.176
4852	250555.4003
4853	250546.5796
4854	250526.2819
4855	250515.4508
4856	250509.1512
4857	250498.5482
4858	250483.0303
4859	250475.5652
4860	250461.8473
4861	250454.5735
4862	250440.2974
4863	250420.0545
4864	250410.9827
4865	250404.4921
4866	250378.8714
4867	250353.3625
4868	250313.9345
4869	250288.1431
4870	250273.4776
4871	250265.0881
4872	250250.4076
4873	250219.272
4874	250203.2997
4875	250177.2612
4876	250169.135
4877	250162.6552
4878	250149.3111
4879	250141.034
4880	250125.6708
4881	250105.0921
4882	250065.2953
4883	250045.417
4884	250039.1499
4885	250032.7646
4886	250021.4267
4887	250002.4027
4888	249986.9619
4889	249948.222
4890	249929.7791
4891	249875.9439
4892	249857.2604
4893	249851.8646
4894	249840.5449
4895	249823.8167
4896	249800.7879
4897	249785.1063
4898	249759.9248
4899	249742.595
4900	249702.5004
4901	249694.6161
4902	249675.602
4903	249664.915
4904	249654.2684
4905	249641.7739
4906	249610.1019
4907	249584.9495
4908	249566.9781
4909	249559.5455
4910	249555.2468
4911	249528.8891
4912	249514.2449
4913	249480.8066
4914	249467.4334
4915	249415.7267
4916	249399.1543
4917	249376.9165
4918	249361.695
4919	249347.9236
4920	249313.6589
4921	249308.5402
4922	249305.2149
4923	249296.9634
4924	249267.0948
4925	249252.5799
4926	249233.9664
4927	249225.7274
4928	249208.37
4929	249195.1497
4930	249171.3554
4931	249153.2765
4932	249138.9235
4933	249106.1073
4934	249092.3918
4935	249076.9115
4936	249047.6969
4937	249011.6281
4938	248998.5473
4939	248969.9757
4940	248947.7439
4941	248933.2369
4942	248926.0037
4943	248913.0974
4944	248874.1248
4945	248855.8862
4946	248832.2045
4947	248816.3722
4948	248803.401
4949	248792.2724
4950	248765.2403
4951	248751.3164
4952	248734.7951
4953	248699.948
4954	248689.2339
4955	248677.4204
4956	248660.3114
4957	248652.5504
4958	248628.7598
4959	248614.7686
4960	248600.8555
4961	248582.8834
4962	248543.4432
4963	248533.3829
4964	248524.6476
4965	248507.8437
4966	248494.2024
4967	248465.0495
4968	248448.735
4969	248433.195
4970	248424.3824
4971	248400.5072
4972	248374.8797
4973	248338.9007
4974	248332.3056
4975	248302.8003
4976	248291.5059
4977	248262.5979
4978	248250.0031
4979	248209.3264
4980	248198.5337
4981	248159.4406
4982	248140.8518
4983	248125.1826
4984	248094.2266
4985	248066.3241
4986	248032.4655
4987	248028.4277
4988	247992.1256
4989	247973.561
4990	247941.6758
4991	247936.8938
4992	247894.9244
4993	247881.3624
4994	247869.324
4995	247857.2131
4996	247839.2268
4997	247824.4981
4998	247801.1069
4999	247790.8254
